Topic,Company,Problem Name,Difficulty,Link,Video,Code
array,amazon,Plates Between Candles,M 0.21,https://leetcode.com/problems/plates-between-candles,,
array,amazon,The Skyline Problem,H 0.21,https://leetcode.com/problems/the-skyline-problem,,
array,amazon,Count the Number of Fair Pairs,M 0.21,https://leetcode.com/problems/count-the-number-of-fair-pairs,,
array,amazon,Best Time to Buy and Sell Stock IV,H 0.21,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,,
array,amazon,01 Matrix,M 0.21,https://leetcode.com/problems/01-matrix,,
array,amazon,K-diff Pairs in an Array,M 0.21,https://leetcode.com/problems/k-diff-pairs-in-an-array,,
array,amazon,The Maze,M 0.21,https://leetcode.com/problems/the-maze,,
array,amazon,Snakes and Ladders,M 0.21,https://leetcode.com/problems/snakes-and-ladders,https://www.youtube.com/watch?v=6lH4nO3JfLk,https://github.com/neetcode-gh/leetcode/blob/main/python/0909-snakes-and-ladders.py
array,amazon,Find the Smallest Divisor Given a Threshold,M 0.21,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold,,
array,amazon,Check If Array Pairs Are Divisible by k,M 0.21,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,,
array,amazon,Shortest Subarray with Sum at Least K,H 0.19,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,,
array,amazon,Subarrays with K Different Integers,H 0.19,https://leetcode.com/problems/subarrays-with-k-different-integers,,
array,amazon,The Number of the Smallest Unoccupied Chair,M 0.19,https://leetcode.com/problems/the-number-of-the-smallest-unoccupied-chair,,
array,amazon,Search in Rotated Sorted Array II,M 0.19,https://leetcode.com/problems/search-in-rotated-sorted-array-ii,,
array,amazon,Maximum Points You Can Obtain from Cards,M 0.19,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,,
array,amazon,Non-overlapping Intervals,M 0.19,https://leetcode.com/problems/non-overlapping-intervals,https://www.youtube.com/watch?v=nONCGxWoUfM,https://github.com/neetcode-gh/leetcode/blob/main/python/0435-non-overlapping-intervals.py
array,amazon,Maximum Sum Circular Subarray,M 0.17,https://leetcode.com/problems/maximum-sum-circular-subarray,https://www.youtube.com/watch?v=fxT9KjakYPM,https://github.com/neetcode-gh/leetcode/blob/main/python/0918-maximum-sum-circular-subarray.py
array,amazon,Concatenated Words,H 0.17,https://leetcode.com/problems/concatenated-words,,
array,amazon,Minimized Maximum of Products Distributed to Any Store,M 0.17,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store,,
array,amazon,Two Best Non-Overlapping Events,M 0.17,https://leetcode.com/problems/two-best-non-overlapping-events,,
array,amazon,Maximum Number of Points with Cost,M 0.17,https://leetcode.com/problems/maximum-number-of-points-with-cost,,
array,amazon,Make Sum Divisible by P,M 0.15,https://leetcode.com/problems/make-sum-divisible-by-p,,
array,amazon,Flip Columns For Maximum Number of Equal Rows,M 0.15,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,,
array,amazon,Find K Pairs with Smallest Sums,M 0.15,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,,
array,amazon,Furthest Building You Can Reach,M 0.15,https://leetcode.com/problems/furthest-building-you-can-reach,https://www.youtube.com/watch?v=zyTeznvXCtg,https://github.com/neetcode-gh/leetcode/blob/main/python/1642-furthest-building-you-can-reach.py
array,amazon,Sum of Subarray Minimums,M 0.15,https://leetcode.com/problems/sum-of-subarray-minimums,,
array,amazon,Number of Ways to Split Array,M 0.15,https://leetcode.com/problems/number-of-ways-to-split-array,,
array,amazon,Minimum Difference in Sums After Removal of Elements,H 0.15,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements,,
array,amazon,Heaters,M 0.15,https://leetcode.com/problems/heaters,,
array,amazon,XOR Queries of a Subarray,M 0.15,https://leetcode.com/problems/xor-queries-of-a-subarray,,
array,amazon,Count Vowel Strings in Ranges,M 0.15,https://leetcode.com/problems/count-vowel-strings-in-ranges,,
array,amazon,Pairs of Songs With Total Durations Divisible by 60,M 0.15,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,,
array,amazon,Range Sum of Sorted Subarray Sums,M 0.13,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums,,
array,amazon,Minimum Number of Refueling Stops,H 0.13,https://leetcode.com/problems/minimum-number-of-refueling-stops,,
array,amazon,Single Number II,M 0.13,https://leetcode.com/problems/single-number-ii,,
array,amazon,Minimum Number of Days to Make m Bouquets,M 0.13,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,,
array,amazon,Stone Game II,M 0.11,https://leetcode.com/problems/stone-game-ii,,
array,amazon,Minimum Swaps to Group All 1's Together II,M 0.11,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii,,
array,amazon,Find Score of an Array After Marking All Elements,M 0.11,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements,,
array,amazon,Parallel Courses III,H 0.11,https://leetcode.com/problems/parallel-courses-iii,,
array,amazon,Rearrange Array Elements by Sign,M 0.11,https://leetcode.com/problems/rearrange-array-elements-by-sign,,
array,amazon,Sum of Prefix Scores of Strings,H 0.11,https://leetcode.com/problems/sum-of-prefix-scores-of-strings,,
array,amazon,Magnetic Force Between Two Balls,M 0.11,https://leetcode.com/problems/magnetic-force-between-two-balls,,
array,amazon,Longest Subarray With Maximum Bitwise AND,M 0.11,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and,,
array,amazon,Maximal Score After Applying K Operations,M 0.11,https://leetcode.com/problems/maximal-score-after-applying-k-operations,,
array,amazon,Task Scheduler II,M 0.11,https://leetcode.com/problems/task-scheduler-ii,,
array,amazon,Find K-th Smallest Pair Distance,H 0.11,https://leetcode.com/problems/find-k-th-smallest-pair-distance,,
array,amazon,Count Nodes With the Highest Score,M 0.09,https://leetcode.com/problems/count-nodes-with-the-highest-score,,
array,amazon,Find Building Where Alice and Bob Can Meet,H 0.09,https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet,,
array,amazon,Range Sum Query 2D - Immutable,M 0.09,https://leetcode.com/problems/range-sum-query-2d-immutable,https://www.youtube.com/watch?v=KE8MQuwE2yA,https://github.com/neetcode-gh/leetcode/blob/main/python/0304-range-sum-query-2d-immutable.py
array,amazon,Predict the Winner,M 0.09,https://leetcode.com/problems/predict-the-winner,,
array,amazon,First Unique Number,M 0.09,https://leetcode.com/problems/first-unique-number,,
array,amazon,Max Number of K-Sum Pairs,M 0.09,https://leetcode.com/problems/max-number-of-k-sum-pairs,,
array,amazon,Maximum Matrix Sum,M 0.09,https://leetcode.com/problems/maximum-matrix-sum,,
array,amazon,Sort the Jumbled Numbers,M 0.09,https://leetcode.com/problems/sort-the-jumbled-numbers,,
array,amazon,Largest Combination With Bitwise AND Greater Than Zero,M 0.09,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero,,
array,amazon,Count of Range Sum,H 0.09,https://leetcode.com/problems/count-of-range-sum,,
array,amazon,Game of Life,M 0.09,https://leetcode.com/problems/game-of-life,,
array,amazon,Permutations II,M 0.07,https://leetcode.com/problems/permutations-ii,https://www.youtube.com/watch?v=qhBVWf0YafA,https://github.com/neetcode-gh/leetcode/blob/main/python/0047-permutations-ii.py
array,amazon,Unique Paths III,H 0.07,https://leetcode.com/problems/unique-paths-iii,,
array,amazon,Maximum Average Pass Ratio,M 0.07,https://leetcode.com/problems/maximum-average-pass-ratio,,
array,amazon,Nearest Exit from Entrance in Maze,M 0.07,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze,,
array,amazon,Boats to Save People,M 0.07,https://leetcode.com/problems/boats-to-save-people,https://www.youtube.com/watch?v=XbaxWuHIWUs,https://github.com/neetcode-gh/leetcode/blob/main/python/0881-boats-to-save-people.py
array,amazon,Combination Sum III,M 0.07,https://leetcode.com/problems/combination-sum-iii,,
array,amazon,Minimum Obstacle Removal to Reach Corner,H 0.07,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner,,
array,amazon,Extra Characters in a String,M 0.07,https://leetcode.com/problems/extra-characters-in-a-string,,
array,amazon,Rearrange Array to Maximize Prefix Score,M 0.07,https://leetcode.com/problems/rearrange-array-to-maximize-prefix-score,,
array,amazon,Find in Mountain Array,H 0.07,https://leetcode.com/problems/find-in-mountain-array,,
array,amazon,Length of the Longest Subsequence That Sums to Target,M 0.06,https://leetcode.com/problems/length-of-the-longest-subsequence-that-sums-to-target,,
array,amazon,Minimum Operations to Make a Subsequence,H 0.06,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence,,
array,amazon,Reorder Data in Log Files,M 0.06,https://leetcode.com/problems/reorder-data-in-log-files,,
array,amazon,Valid Tic-Tac-Toe State,M 0.06,https://leetcode.com/problems/valid-tic-tac-toe-state,,
array,amazon,Wiggle Sort II,M 0.06,https://leetcode.com/problems/wiggle-sort-ii,,
array,amazon,Delete Nodes From Linked List Present in Array,M 0.04,https://leetcode.com/problems/delete-nodes-from-linked-list-present-in-array,,
array,amazon,Employee Importance,M 0.04,https://leetcode.com/problems/employee-importance,,
array,amazon,Best Time to Buy and Sell Stock with Transaction Fee,M 0.04,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,,
array,amazon,Minimum Array Sum,M 0.04,https://leetcode.com/problems/minimum-array-sum,,
array,amazon,Divide Players Into Teams of Equal Skill,M 0.04,https://leetcode.com/problems/divide-players-into-teams-of-equal-skill,,
array,amazon,Last Stone Weight II,M 0.04,https://leetcode.com/problems/last-stone-weight-ii,https://www.youtube.com/watch?v=gdXkkmzvR3c,https://github.com/neetcode-gh/leetcode/blob/main/python/1049-last-stone-weight-ii.py
array,amazon,Minimum Cost to Connect Sticks,M 0.04,https://leetcode.com/problems/minimum-cost-to-connect-sticks,,
array,amazon,Super Washing Machines,H 0.04,https://leetcode.com/problems/super-washing-machines,,
array,amazon,My Calendar II,M 0.04,https://leetcode.com/problems/my-calendar-ii,,
array,amazon,Group the People Given the Group Size They Belong To,M 0.04,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to,,
array,amazon,Minimum Adjacent Swaps to Make a Valid Array,M 0.04,https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array,,
array,amazon,Find Triangular Sum of an Array,M 0.04,https://leetcode.com/problems/find-triangular-sum-of-an-array,,
array,amazon,Beautiful Array,M 0.04,https://leetcode.com/problems/beautiful-array,,
array,amazon,Fruit Into Baskets,M 0.04,https://leetcode.com/problems/fruit-into-baskets,https://www.youtube.com/watch?v=yYtaV0G3mWQ,https://github.com/neetcode-gh/leetcode/blob/main/python/0904-fruit-into-baskets.py
array,amazon,Largest Element in an Array after Merge Operations,M 0.04,https://leetcode.com/problems/largest-element-in-an-array-after-merge-operations,,
array,amazon,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,M 0.04,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,t,h
array,amazon,Allocate Mailboxes,H 0.04,https://leetcode.com/problems/allocate-mailboxes,,
array,amazon,Sum of Total Strength of Wizards,H 0.04,https://leetcode.com/problems/sum-of-total-strength-of-wizards,,
array,amazon,Minimum Number of Days to Disconnect Island,H 0.04,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island,,
array,amazon,K Divisible Elements Subarrays,M 0.04,https://leetcode.com/problems/k-divisible-elements-subarrays,,
array,amazon,Process Tasks Using Servers,M 0.04,https://leetcode.com/problems/process-tasks-using-servers,,
array,amazon,Check if the Rectangle Corner Is Reachable,H 0.04,https://leetcode.com/problems/check-if-the-rectangle-corner-is-reachable,,
array,amazon,Minimum Operations to Make Array Equal to Target,H 0.04,https://leetcode.com/problems/minimum-operations-to-make-array-equal-to-target,,
array,anduril,Number of Islands,M 4.95,https://leetcode.com/problems/number-of-islands,https://www.youtube.com/watch?v=pV2kpPD66nE,https://github.com/neetcode-gh/leetcode/blob/main/python/0200-number-of-islands.py
array,anduril,Group Anagrams,M 3.18,https://leetcode.com/problems/group-anagrams,https://www.youtube.com/watch?v=vzdNOK2oB2E,https://github.com/neetcode-gh/leetcode/blob/main/python/0049-group-anagrams.py
array,anduril,Daily Temperatures,M 0.95,https://leetcode.com/problems/daily-temperatures,https://www.youtube.com/watch?v=cTBiBSnjO3c,https://github.com/neetcode-gh/leetcode/blob/main/python/0739-daily-temperatures.py
array,anduril,Search Suggestions System,M 0.64,https://leetcode.com/problems/search-suggestions-system,,
array,anduril,Find the Duplicate Number,M 0.37,https://leetcode.com/problems/find-the-duplicate-number,https://www.youtube.com/watch?v=wjYnzkAhcNk,https://github.com/neetcode-gh/leetcode/blob/main/python/0287-find-the-duplicate-number.py
array,anduril,Snakes and Ladders,M 0.21,https://leetcode.com/problems/snakes-and-ladders,https://www.youtube.com/watch?v=6lH4nO3JfLk,https://github.com/neetcode-gh/leetcode/blob/main/python/0909-snakes-and-ladders.py
array,anduril,Heaters,M 0.15,https://leetcode.com/problems/heaters,,
array,apple,Number of Islands,M 4.95,https://leetcode.com/problems/number-of-islands,https://www.youtube.com/watch?v=pV2kpPD66nE,https://github.com/neetcode-gh/leetcode/blob/main/python/0200-number-of-islands.py
array,apple,Merge Intervals,M 4.84,https://leetcode.com/problems/merge-intervals,t,h
array,apple,Group Anagrams,M 3.18,https://leetcode.com/problems/group-anagrams,https://www.youtube.com/watch?v=vzdNOK2oB2E,https://github.com/neetcode-gh/leetcode/blob/main/python/0049-group-anagrams.py
array,apple,Top K Frequent Elements,M 2.80,https://leetcode.com/problems/top-k-frequent-elements,https://www.youtube.com/watch?v=YPTqKIgVk-k,https://github.com/neetcode-gh/leetcode/blob/main/python/0347-top-k-frequent-elements.py
array,apple,Subarray Sum Equals K,M 2.67,https://leetcode.com/problems/subarray-sum-equals-k,https://www.youtube.com/watch?v=fFVZt-6sgyo,https://github.com/neetcode-gh/leetcode/blob/main/python/0560-subarray-sum-equals-k.py
array,apple,3Sum,M 2.19,https://leetcode.com/problems/3sum,https://www.youtube.com/watch?v=jzZsG8n2R9A,https://github.com/neetcode-gh/leetcode/blob/main/python/0015-3sum.py
array,apple,Meeting Rooms II,M 2.13,https://leetcode.com/problems/meeting-rooms-ii,https://www.youtube.com/watch?v=FdzJmTCVyJU,https://github.com/neetcode-gh/leetcode/blob/main/python/0253-meeting-rooms-ii.py
array,apple,Maximum Subarray,M 2.09,https://leetcode.com/problems/maximum-subarray,https://www.youtube.com/watch?v=5WZl3MMT0Eg,https://github.com/neetcode-gh/leetcode/blob/main/python/0053-maximum-subarray.py
array,apple,Spiral Matrix,M 1.98,https://leetcode.com/problems/spiral-matrix,https://www.youtube.com/watch?v=BJnMZNwUk1M,https://github.com/neetcode-gh/leetcode/blob/main/python/0054-spiral-matrix.py
array,apple,Jump Game,M 1.79,https://leetcode.com/problems/jump-game,https://www.youtube.com/watch?v=Yan0cv2cLy8,https://github.com/neetcode-gh/leetcode/blob/main/python/0055-jump-game.py
array,apple,Rotate Image,M 1.64,https://leetcode.com/problems/rotate-image,https://www.youtube.com/watch?v=fMSJSS7eO1w,https://github.com/neetcode-gh/leetcode/blob/main/python/0048-rotate-image.py
array,apple,Text Justification,H 1.46,https://leetcode.com/problems/text-justification,https://www.youtube.com/watch?v=TzMl4Z7pVh8,https://github.com/neetcode-gh/leetcode/blob/main/python/0068-text-justification.py
array,apple,Search in Rotated Sorted Array,M 1.44,https://leetcode.com/problems/search-in-rotated-sorted-array,https://www.youtube.com/watch?v=U8XENwh8Oy8,https://github.com/neetcode-gh/leetcode/blob/main/python/0033-search-in-rotated-sorted-array.py
array,apple,Product of Array Except Self,M 1.36,https://leetcode.com/problems/product-of-array-except-self,https://www.youtube.com/watch?v=bNvIQI2wAjk,https://github.com/neetcode-gh/leetcode/blob/main/python/0238-product-of-array-except-self.py
array,apple,Coin Change,M 1.12,https://leetcode.com/problems/coin-change,https://www.youtube.com/watch?v=H9bfqozjoqs,https://github.com/neetcode-gh/leetcode/blob/main/python/0322-coin-change.py
array,apple,Sliding Window Maximum,H 0.95,https://leetcode.com/problems/sliding-window-maximum,https://www.youtube.com/watch?v=DfljaUwZsOk,https://github.com/neetcode-gh/leetcode/blob/main/python/0239-sliding-window-maximum.py
